,customer_number,Cluster,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,seasonal_gifting,discount_bakery,practical_items,total_spend,recency,frequency,name
1685,8584,2,115.58,159.6,173.59,196.63,77.83,0.65,197.51,66.09,113.4,135.16,71.48,125.41,5.08,7.05,0.0,16.36,0.0,10.85,1541.1399999999999,1,95,c
1686,10540,2,46.72,25.25,21.24,15.94,36.69,25.67,14.52,27.65,22.17,24.11,34.34,55.36,20.17,2.48,0.0,7.07,0.0,0.0,388.87,7,50,c
1687,2019,3,72.31,25.25,50.18,33.69,13.51,3.38,33.91,3.44,26.55,55.58,0.0,15.31,0.0,24.06,2.0,2.37,0.0,0.0,370.44,3,37,d
1688,198,4,83.48,61.0,83.37,60.58,41.27,1.85,19.52,32.83,5.1,5.0,0.0,8.92,0.0,0.0,0.0,0.0,0.0,4.24,446.97,5,39,e
1689,7362,1,8.0,57.37,94.52,31.09,56.14,39.4,12.71,34.24,14.95,9.16,371.8,58.71,1.77,3.89,0.0,2.86,0.0,0.0,854.09,14,93,b
1690,4257,1,10.9,32.45,42.28,16.93,23.74,1.25,12.88,19.63,8.03,5.43,187.97,0.0,0.0,0.0,0.0,2.71,0.0,0.0,381.08000000000004,1,30,b
1691,8069,0,27.45,82.64,15.9,53.83,47.31,14.23,19.3,2.54,12.88,10.86,0.0,3.4,2.4,6.34,0.0,0.0,0.0,0.0,307.67999999999995,4,35,a
1692,9856,3,37.3,85.38,99.54,22.87,18.19,66.24,4.76,29.21,25.7,6.77,0.0,16.9,10.07,4.75,15.0,2.72,0.0,0.0,480.03,2,63,d
1693,2469,0,36.75,117.77,108.42,139.48,204.96,34.75,9.34,14.48,23.02,3.5,0.0,7.75,49.68,65.17,56.0,0.0,0.0,0.0,1032.1200000000001,1,108,a
1694,14790,0,45.4,53.15,44.69,89.01,99.86,1.13,25.88,0.0,28.67,36.83,0.0,0.0,32.27,10.49,0.0,1.01,0.0,0.0,482.31,8,12,a
1695,11298,3,53.44,64.87,44.09,11.96,19.12,11.68,40.49,10.2,41.27,51.95,0.0,19.25,5.85,5.67,0.0,7.04,0.0,4.26,429.59,3,43,d
1696,14680,1,18.61,21.02,18.21,66.93,39.33,2.8,0.0,7.67,24.28,4.85,259.98,70.51,10.09,0.0,5.0,10.19,0.0,0.0,584.22,4,38,b
1697,5868,1,53.13,21.02,7.4,34.46,1.94,1.3,23.24,11.05,12.06,17.65,22.97,10.86,0.0,5.07,0.0,0.0,0.0,0.0,240.62,27,50,b
1698,6871,2,61.37,46.94,39.81,36.29,89.53,2.58,29.91,18.93,5.24,57.46,263.26,187.52,5.17,0.0,0.0,14.42,16.5,0.0,896.5699999999999,9,57,c
1699,1511,4,1.84,10.6,8.32,3.24,5.31,4.4,8.25,4.6,6.18,3.0,0.0,1.27,4.02,2.08,0.0,2.99,0.0,0.0,69.47,147,6,e
1700,13699,1,43.54,33.91,30.79,104.4,112.33,0.0,0.0,0.0,163.38,21.32,664.34,5.1,21.0,0.0,43.0,0.84,0.75,4.68,1310.1100000000001,7,57,b
1701,3961,0,390.12,140.08,187.25,109.47,432.08,42.95,52.86,86.04,155.17,88.43,0.2,0.0,41.32,0.0,108.6,19.54,0.0,5.6,2028.2199999999998,3,79,a
1702,9157,0,27.1,23.11,12.1,50.63,27.9,30.95,18.24,2.04,12.73,19.08,0.0,0.0,2.99,6.75,21.0,3.82,0.0,1.51,292.79,2,45,a
1703,9232,2,104.75,49.99,148.58,75.7,72.85,25.32,62.49,105.34,20.92,36.15,380.29,63.02,7.39,8.93,15.0,9.15,0.0,1.27,1519.12,1,187,c
1704,133,3,24.79,38.96,49.51,30.94,21.69,45.23,59.42,4.74,29.58,74.54,0.0,106.38,55.22,0.0,105.0,2.84,2.27,11.88,720.3399999999999,5,54,d
1705,6795,2,69.92,52.78,6.66,28.44,4.9,10.65,38.8,2.77,5.74,25.52,405.15,439.7,11.76,3.56,0.0,2.55,0.0,6.79,1143.05,1,153,c
1706,11106,2,158.01,295.67,137.52,293.15,241.78,40.54,221.14,291.23,39.35,383.9,867.38,85.24,199.18,27.8,118.0,33.71,0.0,2.68,3968.49,1,213,c
1707,11350,3,55.14,49.67,29.53,39.24,54.5,13.7,40.36,6.38,32.82,55.26,0.0,25.09,0.0,0.0,39.0,13.11,0.0,6.1,539.15,9,34,d
1708,5543,2,43.64,50.35,30.81,15.81,13.74,5.29,44.96,46.58,11.81,100.8,128.88,146.87,0.0,7.05,1.0,2.96,0.0,0.76,1115.25,3,118,c
1709,3877,1,48.88,18.85,38.3,31.51,29.14,3.8,3.18,6.07,31.91,27.09,16.81,0.0,5.02,2.68,28.0,0.0,0.0,1.34,328.90000000000003,11,29,b
1710,12422,1,56.79,20.21,20.37,41.13,49.23,0.0,21.04,25.89,10.82,28.64,62.79,21.35,6.45,0.0,3.5,11.05,5.3,0.0,557.3,8,27,b
1711,9855,0,62.92,153.09,31.46,85.26,75.98,29.7,25.59,25.44,62.48,21.64,0.0,3.4,0.0,0.0,0.0,3.56,0.0,0.0,627.38,10,23,a
1712,8074,3,12.57,0.0,65.92,141.57,74.14,0.0,69.84,0.0,4.98,127.44,0.0,297.91,0.0,0.0,0.0,0.0,0.0,1.7,796.0699999999999,7,26,d
1713,12613,4,7.79,10.47,17.74,9.65,8.83,0.0,0.0,0.42,12.56,4.81,0.0,114.76,6.92,27.43,8.0,0.0,0.0,0.0,346.9,3,57,e
1714,16231,4,33.27,30.44,11.67,9.9,48.16,8.25,7.02,0.83,10.59,0.0,0.0,0.0,2.89,5.93,0.0,18.19,0.0,1.68,195.95,12,24,e
1715,3230,3,154.15,84.74,123.35,224.11,135.55,2.3,78.93,35.92,170.98,118.19,0.0,415.34,0.0,11.07,0.0,60.46,0.0,10.02,1659.42,5,70,d
1716,5365,1,7.33,71.52,21.78,24.44,97.4,18.78,16.06,8.71,5.76,7.99,77.94,4.25,0.0,22.33,5.0,0.0,0.0,0.0,802.48,3,57,b
1717,13268,0,83.7,90.13,44.86,47.88,64.63,0.0,23.57,3.29,27.28,63.28,25.0,0.0,10.69,2.16,0.0,2.85,0.0,0.0,517.75,7,33,a
1718,7454,2,92.75,130.59,80.32,147.4,62.97,2.8,74.25,23.86,61.95,107.0,71.35,44.6,3.5,9.8,0.0,15.26,0.0,3.04,1020.59,4,40,c
1719,4503,0,51.93,60.12,61.78,87.13,66.73,20.68,7.45,36.49,22.36,52.65,46.22,0.0,23.83,0.0,27.0,4.23,0.0,0.0,590.31,26,33,a
1720,6985,3,33.38,15.31,14.76,21.18,35.15,2.73,7.36,22.72,9.97,63.39,3.81,441.14,20.98,2.43,0.0,2.43,0.0,2.55,766.13,7,82,d
1721,368,0,96.94,114.41,52.14,31.48,19.59,6.8,88.16,27.5,30.23,52.24,0.0,0.0,123.51,13.16,2.0,35.22,0.0,4.07,736.22,3,56,a
1722,10008,2,16.77,55.52,76.33,35.49,69.72,52.88,27.87,27.67,9.5,9.7,497.11,1.78,3.76,17.68,2.0,50.87,0.0,2.78,1073.48,1,93,c
1723,13739,4,36.45,24.32,8.43,20.76,33.85,0.0,39.34,1.46,4.39,20.75,0.0,13.17,33.31,0.89,0.0,0.0,0.0,0.0,248.51000000000005,33,7,e
1724,153,3,90.53,56.56,31.84,125.34,26.39,1.1,50.84,29.6,25.71,97.66,0.0,172.57,10.5,4.62,0.0,1.49,0.0,3.37,745.6899999999999,2,47,d
1725,7199,2,78.94,95.0,69.73,74.53,34.14,33.7,26.41,35.23,14.26,111.19,348.47,23.25,3.95,17.08,0.0,19.2,0.0,0.0,1332.88,1,94,c
1726,1143,0,56.54,88.98,57.47,104.39,39.5,14.03,39.07,31.56,7.67,30.94,0.0,0.0,0.0,24.63,0.0,0.0,0.0,0.0,520.02,2,33,a
1727,6395,4,0.0,34.86,10.63,14.36,2.72,0.0,7.28,0.44,10.2,12.43,0.0,310.26,0.0,9.69,0.0,0.0,0.0,0.0,453.6499999999999,1,98,e
1728,12537,3,28.01,107.19,50.03,89.11,53.41,0.0,27.94,20.39,10.27,16.04,0.0,139.2,0.0,0.0,0.0,3.26,0.0,0.0,609.98,3,57,d
1729,14668,1,3.32,39.83,22.95,23.79,44.75,40.47,0.0,37.07,14.73,9.56,356.16,0.0,0.0,1.49,1.0,0.0,0.0,0.0,606.26,1,50,b
1730,474,3,17.86,45.88,13.84,8.13,24.12,5.99,99.75,14.24,36.47,11.98,0.0,48.52,8.58,5.75,4.0,3.68,19.33,0.0,403.05000000000007,4,34,d
1731,6764,1,59.93,24.94,51.08,11.49,24.59,34.94,2.6,23.94,1.35,11.0,82.78,1.92,31.17,0.0,2.0,2.55,0.0,0.0,633.78,16,87,b
1732,7536,2,200.81,75.91,87.74,61.92,76.4,1.75,39.9,52.67,59.76,86.19,742.48,31.46,31.71,8.09,0.0,0.0,0.0,3.4,1593.88,2,70,c
1733,11861,1,4.9,0.93,2.39,0.78,0.0,0.33,0.0,6.16,0.0,0.0,43.86,6.8,1.38,18.91,32.0,0.0,0.0,0.0,128.44,1,21,b
1734,7715,3,31.21,33.3,51.01,7.86,9.92,56.05,29.21,12.84,17.11,8.64,0.0,19.97,41.55,17.78,0.0,0.0,0.0,0.0,579.94,5,72,d
1735,3420,4,10.28,38.26,26.2,18.41,31.12,3.35,3.29,25.95,15.05,8.26,0.0,28.05,0.0,0.84,8.0,5.6,56.42,0.0,309.53999999999996,1,54,e
1736,12202,4,9.25,34.03,12.73,9.98,11.09,0.0,14.4,18.71,4.19,11.05,0.0,0.0,3.8,0.79,0.0,0.0,0.0,0.0,422.38,3,31,e
1737,13316,1,29.36,18.89,17.38,36.21,64.66,0.0,13.87,6.15,3.64,17.74,61.58,156.69,18.72,8.36,0.0,2.53,0.0,2.54,503.62,1,80,b
1738,1364,4,66.32,41.84,10.6,21.61,21.47,7.45,13.24,3.1,19.55,8.37,0.0,61.92,0.0,9.88,0.0,3.61,0.0,0.0,314.99,8,47,e
1739,1524,3,132.41,63.51,48.9,48.06,74.25,2.0,60.33,18.33,24.1,45.74,0.0,10.2,9.19,1.94,0.0,1.1,0.0,0.76,572.2,2,17,d
1740,8540,3,11.15,87.03,53.84,32.14,78.43,34.63,50.54,13.89,32.93,46.76,0.0,65.37,0.39,20.5,0.0,16.08,0.0,0.0,568.44,3,50,d
1741,11885,1,12.54,35.52,11.41,65.65,0.0,3.52,0.99,0.0,2.79,2.83,676.06,0.0,41.63,1.98,0.0,0.0,3.6,0.0,883.6500000000001,1,266,b
1742,14095,1,18.38,48.81,45.43,37.31,28.49,0.0,15.6,8.71,12.69,6.36,468.54,0.0,11.85,7.17,0.0,0.0,0.0,0.0,781.0,24,94,b
1743,2117,3,98.38,87.26,62.53,57.46,60.05,18.03,13.16,36.62,13.19,8.54,0.0,10.03,0.0,5.96,0.0,0.0,0.0,7.29,517.47,1,173,d
1744,10510,3,64.24,39.13,39.27,35.29,46.25,9.47,26.84,10.77,44.78,79.91,14.47,37.75,17.68,2.56,0.0,19.1,0.0,0.0,523.0799999999999,1,35,d
1745,6937,2,4.44,74.64,172.64,116.98,72.84,15.27,2.24,13.62,59.34,78.24,18.9,50.74,16.97,0.0,19.0,0.0,0.0,0.0,733.5899999999999,8,48,c
1746,14105,3,31.26,31.98,16.74,38.41,5.59,0.0,19.3,24.99,20.46,62.55,0.0,357.37,10.64,13.26,56.0,8.53,0.0,0.0,731.87,1,40,d
1747,7957,0,213.3,86.72,160.51,109.15,123.0,8.6,135.87,26.95,43.71,254.37,0.0,0.0,0.0,62.7,0.0,0.0,0.0,0.0,1276.18,7,31,a
1748,4749,4,14.45,35.61,24.01,9.99,32.69,20.92,30.57,17.38,10.19,2.17,1.68,124.88,0.0,0.0,0.0,0.0,0.0,2.2,631.1200000000001,4,92,e
1749,13874,4,7.6,23.71,29.5,25.79,1.52,0.0,0.0,0.66,13.17,10.05,0.0,12.41,0.0,0.0,0.0,0.0,0.0,0.0,129.77,25,6,e
1750,1886,3,113.89,92.02,103.3,61.81,9.63,0.43,5.25,13.26,54.03,28.23,0.0,19.39,52.81,2.81,0.0,0.0,0.0,2.72,609.97,1,95,d
1751,4020,0,18.36,31.65,41.1,81.93,52.11,17.01,16.46,27.05,27.11,39.26,3.45,0.0,0.0,2.97,0.0,0.0,0.0,0.0,380.33000000000004,1,19,a
1752,2928,3,207.9,121.22,99.84,303.68,48.89,3.55,117.81,42.3,82.54,176.64,0.0,31.36,7.02,0.99,0.0,0.0,0.0,0.84,1284.47,3,18,d
1753,10950,3,92.9,108.28,108.29,66.88,19.44,6.43,50.41,38.81,121.06,110.75,0.0,112.58,1.6,12.9,0.0,17.17,0.0,2.79,924.19,2,61,d
1754,2977,3,131.52,64.04,35.41,143.87,61.88,12.45,34.63,24.81,50.56,4.67,0.0,67.11,50.59,19.88,0.0,3.63,0.0,0.0,776.71,1,120,d
1755,828,0,87.57,71.19,71.25,73.88,128.67,48.92,83.07,31.54,56.03,13.05,0.0,3.14,17.14,15.09,0.0,4.16,0.0,1.95,762.72,8,80,a
1756,8248,3,94.6,69.06,30.82,95.08,33.48,33.93,66.45,14.9,12.3,165.48,0.0,88.26,10.19,2.18,0.0,17.87,0.0,4.07,768.0699999999999,10,50,d
1757,3455,0,109.85,64.24,153.14,97.46,189.16,13.12,15.83,12.83,31.74,41.09,0.0,5.17,10.72,19.09,0.0,0.0,0.0,0.0,856.8199999999999,1,116,a
1758,7874,3,38.46,26.19,52.38,29.12,19.0,29.23,25.94,27.18,10.83,16.9,0.0,22.6,0.0,8.71,0.0,2.09,0.0,0.0,319.51,4,17,d
1759,3116,2,106.63,141.18,61.86,162.34,83.86,73.75,65.74,72.55,18.83,6.23,233.11,109.92,16.14,8.0,141.0,3.31,0.0,0.0,1354.4,1,147,c
1760,12883,4,31.32,19.26,6.28,23.17,8.27,0.0,29.31,8.27,5.55,27.72,0.0,0.0,0.0,8.22,0.0,4.24,0.0,3.4,195.46,41,7,e
1761,11408,3,119.76,63.08,54.26,28.53,59.46,10.76,28.97,24.06,20.01,41.55,15.25,28.9,14.46,20.8,0.0,9.08,0.0,3.81,569.0899999999999,11,52,d
1762,6040,3,90.56,110.4,59.76,23.12,52.09,7.11,10.66,12.54,18.45,21.3,4.6,63.34,0.0,10.64,0.0,6.8,0.0,0.0,530.49,3,49,d
1763,14782,1,3.08,1.38,6.12,9.53,15.62,12.3,2.59,0.0,4.36,5.09,464.38,17.32,1.07,1.19,81.0,0.0,0.0,0.0,742.54,8,104,b
1764,2291,3,42.65,75.93,65.61,42.2,94.63,15.04,19.57,82.31,28.7,14.46,0.0,173.5,0.0,5.52,0.0,0.0,0.0,0.0,675.1299999999999,7,23,d
1765,11511,0,77.08,248.25,79.08,244.75,261.65,84.26,11.77,19.68,96.03,126.92,0.0,0.0,22.5,4.65,0.0,57.51,0.0,6.07,1654.48,2,82,a
1766,3940,1,15.28,35.76,27.83,11.95,8.42,0.87,16.8,2.95,13.99,12.6,14.55,0.0,13.14,5.64,8.0,0.0,0.0,3.9,208.93,21,24,b
1767,5502,1,33.17,75.28,57.81,49.09,20.44,7.34,9.1,6.68,55.55,13.48,137.79,599.99,0.0,2.87,0.0,0.0,0.0,0.0,1179.9099999999999,3,109,b
1768,9016,2,106.36,45.78,16.29,46.78,41.76,19.01,6.74,12.91,30.23,45.6,29.48,72.75,13.17,8.49,5.0,5.52,0.0,1.53,528.5999999999999,75,120,c
1769,11441,3,16.33,166.78,125.38,99.13,108.35,30.96,125.92,8.2,88.03,21.17,0.0,9.86,1.39,4.93,0.0,25.97,0.0,2.12,885.02,2,52,d
1770,6834,1,25.07,22.17,6.83,11.22,10.25,10.5,14.73,3.01,6.17,8.27,41.85,239.61,1.5,0.0,0.0,2.51,0.0,0.0,529.55,1,52,b
1771,1663,0,50.19,45.41,45.93,21.38,19.8,36.23,32.43,4.95,22.88,24.84,0.0,3.82,4.48,12.84,1.0,4.1,11.14,2.53,435.98,2,71,a
1772,13181,1,0.86,29.86,4.6,18.47,6.43,0.0,6.24,0.0,0.0,1.79,466.56,0.0,2.81,15.6,0.0,0.0,0.0,0.0,558.3199999999998,43,45,b
1773,10918,3,33.09,87.07,68.52,38.57,47.1,11.17,13.15,29.52,18.5,31.06,10.85,67.9,0.0,3.83,2.0,15.3,0.0,1.68,508.54999999999995,2,21,d
1774,14559,1,16.79,3.97,10.35,7.04,19.41,7.1,0.0,13.02,3.0,3.49,562.98,3.05,0.0,0.0,0.0,0.0,0.0,0.0,718.3900000000001,2,59,b
1775,8307,3,72.55,32.79,15.25,30.08,19.67,1.85,12.97,6.78,33.88,48.86,0.4,75.39,2.99,3.15,0.0,1.99,0.0,0.0,364.96000000000004,5,17,d
1776,14806,0,60.13,88.21,43.45,79.53,50.1,5.05,37.49,0.0,39.2,31.28,27.8,0.0,18.24,19.14,0.0,1.57,0.0,0.0,547.3199999999999,3,77,a
1777,15316,1,50.63,53.17,35.69,85.16,23.77,26.26,21.15,0.0,11.41,85.74,225.09,0.0,0.89,12.35,1.0,3.92,0.0,1.27,880.6500000000001,7,88,b
1778,6602,2,26.89,49.14,35.96,24.49,17.7,39.69,22.97,14.19,38.5,39.07,21.93,164.93,5.99,0.0,79.0,4.23,0.0,0.0,1057.0900000000001,1,77,c
1779,2056,4,117.74,24.03,28.12,31.35,0.86,0.4,9.34,1.32,4.79,17.93,0.0,0.0,0.0,6.03,0.0,0.0,0.0,0.0,257.20000000000005,9,41,e
1780,2906,0,110.19,160.12,67.12,108.36,22.03,31.17,29.46,3.99,40.1,172.69,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,791.37,2,127,a
1781,1454,3,103.46,135.28,347.94,412.78,269.03,4.0,149.58,77.31,385.8,436.46,0.0,12.09,0.0,0.0,0.0,2.12,0.0,3.41,2785.03,2,48,d
1782,11579,3,216.04,170.46,166.8,116.55,136.85,2.7,106.78,95.0,134.45,174.8,18.9,170.82,3.9,7.44,0.0,2.54,0.0,1.69,1726.49,1,42,d
1783,12862,4,15.15,12.16,28.71,33.58,18.95,0.0,4.44,14.83,64.24,26.45,0.0,0.0,5.89,0.0,0.0,2.04,1.43,0.0,233.39000000000001,74,5,e
1784,4709,4,20.79,12.83,15.04,11.61,17.56,0.78,19.86,5.14,10.49,8.48,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.50000000000003,1,21,e
1785,15234,4,36.22,41.44,24.26,23.61,1.61,1.75,35.2,0.0,17.1,70.42,0.0,39.94,0.0,0.0,19.5,0.0,0.0,0.0,319.04999999999995,3,34,e
1786,13253,4,47.94,6.84,40.5,36.94,28.62,0.0,5.26,1.83,2.63,18.03,0.0,8.49,1.58,4.06,0.0,4.82,0.0,0.0,208.42,59,5,e
1787,13545,4,3.33,8.93,4.67,15.86,2.1,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,39.68,24,10,e
1788,8275,0,68.42,27.13,5.97,5.16,2.36,39.85,5.97,3.85,37.89,94.27,0.0,0.0,29.62,3.42,0.0,8.51,0.0,0.0,379.87,7,27,a
1789,14197,4,41.29,32.32,36.02,16.96,8.88,0.0,8.4,5.99,10.58,22.25,0.0,148.96,0.0,4.65,0.0,1.18,0.0,2.12,360.23,6,40,e
1790,9491,2,29.4,109.51,94.03,36.4,74.25,12.27,27.18,29.65,22.78,12.97,73.75,224.96,19.35,4.64,7.0,14.17,0.0,0.0,994.18,2,133,c
1791,5363,1,12.64,28.0,14.82,9.79,20.1,1.38,4.94,37.32,10.67,11.11,304.72,720.78,0.0,5.9,4.0,4.67,9.25,0.0,1243.1,4,155,b
1792,12277,3,139.79,88.69,26.86,81.67,47.44,0.0,50.57,6.36,42.97,24.34,0.0,56.85,20.15,0.0,0.0,0.0,0.0,7.2,627.75,8,18,d
1793,9349,2,165.2,194.71,67.98,248.31,144.66,10.44,51.15,82.25,241.06,172.38,342.0,56.91,109.69,8.13,2.0,23.71,0.0,1.51,2297.69,1,202,c
1794,12886,0,47.91,43.73,56.12,93.71,140.08,0.0,9.73,17.03,19.91,59.15,49.07,0.0,32.83,2.23,10.0,0.0,0.0,0.0,652.69,1,45,a
1795,12863,4,16.7,28.97,24.87,11.56,54.11,0.0,38.15,4.11,37.87,1.99,0.0,18.31,0.0,0.0,0.0,1.27,6.6,20.57,268.23,34,8,e
1796,8485,0,171.11,137.69,79.28,47.47,19.91,18.23,23.95,6.88,57.62,64.23,0.0,0.0,7.97,23.9,0.0,2.7,0.0,0.0,738.76,1,67,a
1797,2138,4,44.49,38.88,26.12,7.69,4.33,1.2,26.43,11.5,32.1,30.3,0.0,27.64,0.0,1.18,0.5,3.57,0.0,0.0,482.85,1,80,e
1798,11956,4,7.84,16.89,8.49,9.81,0.0,8.1,3.98,0.0,5.28,6.01,0.0,2.55,5.3,0.89,2.0,0.0,0.0,0.84,84.27000000000001,35,13,e
1799,6609,3,302.16,250.97,148.29,282.64,295.51,13.48,80.98,50.91,243.81,413.83,5.6,19.38,1.8,0.0,0.0,12.1,0.0,5.09,2211.5899999999997,9,27,d
1800,3181,4,36.52,17.81,8.15,17.14,3.73,6.6,11.07,14.08,6.73,22.35,0.0,25.7,2.0,4.7,0.0,0.0,0.0,0.0,200.29999999999998,6,23,e
1801,11926,4,18.9,11.91,5.45,0.41,0.0,1.8,3.53,0.24,1.99,12.97,0.0,3.82,1.21,2.48,1.0,0.0,0.0,0.0,72.14,143,6,e
1802,14309,0,254.37,65.41,89.45,55.38,23.35,33.38,0.0,6.37,38.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.58,2,95,a
1803,12800,2,30.5,39.97,124.12,155.58,37.19,0.0,37.74,22.7,138.22,90.68,182.93,5.98,10.36,24.17,0.0,1.69,0.0,0.0,975.56,7,53,c
1804,7406,3,133.84,168.86,145.06,51.77,94.7,88.89,65.29,41.15,39.21,83.32,4.64,161.85,23.98,4.36,0.0,12.72,0.0,0.0,1164.53,2,57,d
1805,2870,4,77.78,14.96,28.87,34.98,30.49,1.54,8.31,8.29,13.24,127.31,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,368.79,7,29,e
1806,6939,1,1.07,11.64,5.92,0.32,1.01,3.6,5.16,4.92,3.18,32.44,623.57,42.39,3.97,0.0,22.0,11.05,0.0,0.0,896.0900000000001,4,65,b
1807,2445,3,49.63,18.45,23.21,10.04,22.38,37.15,2.68,13.85,13.58,76.05,0.0,17.73,23.99,1.78,14.0,1.35,0.0,0.0,341.21000000000004,1,43,d
1808,11808,4,2.07,5.16,19.56,0.0,0.84,0.0,1.04,3.03,0.0,0.0,0.0,0.0,9.36,26.45,0.0,0.0,0.0,0.0,94.19,7,18,e
1809,3122,3,191.7,19.09,23.62,8.64,61.23,78.95,24.64,7.76,18.91,109.24,0.0,10.21,79.1,21.44,0.0,0.84,0.0,0.0,866.09,1,177,d
1810,9903,3,180.87,78.98,83.7,54.87,115.18,16.33,21.58,24.62,82.97,101.24,0.0,154.41,33.55,9.72,0.0,36.61,0.0,0.0,1025.47,1,44,d
1811,618,3,83.62,73.66,79.22,44.23,90.84,27.86,16.18,39.98,29.56,91.67,0.0,75.99,38.47,3.95,2.0,22.41,0.0,10.19,755.3499999999999,9,20,d
1812,7726,3,29.26,111.14,158.34,71.54,79.41,22.03,53.81,60.02,31.32,50.34,0.0,18.11,130.53,12.19,0.0,32.0,17.21,3.82,913.8,4,90,d
1813,12920,4,23.7,35.66,55.76,12.05,34.13,0.0,16.18,19.35,6.07,7.89,0.0,8.5,0.0,11.1,0.0,6.41,0.0,0.0,251.79999999999998,19,17,e
1814,6340,2,220.36,343.34,614.37,210.27,500.08,101.16,95.12,119.53,272.98,459.52,81.21,125.29,0.0,81.47,5.0,157.1,0.0,65.06,3578.62,4,46,c
1815,12120,0,34.01,46.43,30.93,44.2,44.69,0.0,6.82,15.15,47.86,75.54,0.0,0.0,1.15,21.06,0.0,0.0,0.0,0.67,425.09000000000003,4,80,a
1816,6189,2,24.6,79.54,178.71,116.5,151.13,29.73,39.08,86.51,245.02,64.04,360.89,16.89,0.0,2.67,11.0,11.25,0.0,0.0,1578.8600000000001,1,92,c
1817,12915,3,59.0,79.76,56.43,65.8,74.66,0.0,0.79,9.56,29.56,53.47,4.36,83.91,13.23,9.25,0.0,0.0,0.0,0.84,558.1,11,24,d
1818,11679,3,133.31,48.05,82.76,59.11,16.07,50.4,10.62,22.29,1.95,51.07,0.0,25.87,0.53,5.41,0.0,1.69,0.0,11.07,561.84,1,72,d
1819,11610,0,18.06,21.35,23.96,40.41,7.53,25.67,53.21,3.75,15.58,5.77,0.0,0.0,0.45,4.73,0.0,1.27,0.0,2.47,279.86,2,60,a
1820,3054,0,71.69,9.32,42.62,15.12,51.5,39.24,1.29,0.77,3.66,16.21,0.0,0.0,139.49,0.99,0.0,1.27,4.6,0.0,431.59000000000003,4,29,a
1821,12489,3,285.92,98.27,83.69,71.28,21.22,0.0,9.58,38.06,7.44,21.93,0.0,12.76,0.0,11.68,0.0,7.1,0.0,0.0,713.64,1,149,d
1822,6951,2,292.97,292.63,268.12,241.98,306.59,11.61,89.76,40.1,167.57,134.13,202.35,183.1,92.02,3.32,3.0,14.6,0.0,21.7,2466.4,5,86,c
1823,1559,4,77.95,107.72,20.31,13.24,7.99,1.2,43.24,5.52,35.86,2.19,0.0,10.2,0.0,0.0,0.0,2.37,0.0,0.0,376.09000000000003,3,71,e
1824,3690,0,36.77,40.49,26.9,56.98,80.26,21.6,13.88,7.67,8.63,31.98,18.18,0.0,0.0,4.17,0.0,0.0,0.0,0.0,516.62,2,48,a
1825,9602,4,12.71,17.15,0.0,47.57,285.57,1.05,11.12,0.0,11.95,15.11,0.0,0.0,11.12,0.0,0.0,0.0,0.0,0.0,485.43999999999994,6,60,e
1826,2636,3,23.91,95.69,28.67,39.94,30.09,1.35,47.89,15.27,27.37,40.29,0.0,72.62,33.34,20.26,2.0,1.9,0.0,0.0,528.74,7,32,d
1827,1988,4,34.51,20.03,15.2,10.23,6.32,2.84,12.29,10.43,36.68,38.44,0.0,5.7,0.0,1.15,0.0,5.0,0.0,0.0,223.8,1,9,e
1828,5472,1,39.47,125.79,21.8,4.36,7.12,8.32,40.28,3.77,16.14,16.63,12.45,15.38,0.0,1.44,62.0,0.42,0.0,0.0,470.03,2,104,b
1829,589,3,371.35,239.07,177.62,79.75,27.09,3.1,143.11,32.08,67.99,317.54,0.0,109.29,12.6,28.73,0.0,0.0,0.0,0.0,1731.58,6,84,d
1830,11798,0,12.59,79.03,33.15,139.19,108.06,5.23,6.51,21.56,15.8,14.29,0.0,0.0,0.0,0.0,0.0,5.08,0.0,7.62,473.99,4,42,a
1831,3818,1,7.6,24.48,48.8,16.53,50.97,1.3,32.01,2.78,36.25,4.74,37.07,4.58,0.0,0.56,0.0,0.0,0.0,0.0,310.46,9,61,b
1832,14057,3,72.24,88.34,45.58,123.49,30.11,0.0,2.55,2.09,9.22,111.32,0.0,15.56,13.02,0.28,0.0,3.39,0.0,0.0,523.5799999999999,5,49,d
1833,9819,2,83.93,89.17,50.77,272.9,125.33,10.96,134.62,6.82,40.74,94.05,21.73,106.26,21.55,17.74,6.0,1.18,0.0,0.0,1208.0100000000002,2,69,c
1834,12930,0,239.72,139.63,51.52,67.12,72.03,0.0,0.0,2.28,5.66,12.45,0.0,0.0,1.4,1.39,0.0,17.03,0.0,0.0,641.05,1,122,a
1835,10232,4,18.33,30.22,18.41,37.55,11.61,5.84,9.65,1.83,13.15,18.75,0.0,32.55,3.84,0.0,0.0,3.82,0.0,0.0,209.32,8,11,e
